Dynamic_Symmetry_Strength,Dynamic_Field_Strength,Spread_Width,Num_Pucks,Bias_ON,Bias_Strength,Num_Lobes,Symmetry_Type,Symmetry_Strength,Dynamic_Lobes,Field_Force_Profile,Dynamic_Field,Field_Strength,Experiment_Notes
0.6,0.4,0.3,10000,True,0.9,12,Rotational,0.5,True,Dynamic,True,0.0,Simulated_Hawking_Radiation: Strong center bias + symmetry decay to simulate probabilistic tunneling from event horizon
