Num_Pucks,Spread_Width,Bias_ON,Bias_Strength,Num_Lobes,Symmetry_Type,Symmetry_Strength,Dynamic_Lobes,Field_Strength,Dynamic_Field,Dynamic_Field_Strength,Dynamic_Symmetry_Strength,Experiment_Notes
1000,2.0,True,5.0,6,Rotational,0.5,False,0.5,True,0.2,0.0,Delayed choice - dynamic field
1000,2.0,True,5.0,6,Rotational,0.5,False,0.5,False,0.0,0.0,Delayed choice control - static field
