Dynamic_Symmetry_Strength,Dynamic_Field_Strength,Spread_Width,Num_Pucks,Bias_ON,Bias_Strength,Num_Lobes,Symmetry_Type,Symmetry_Strength,Dynamic_Lobes,Field_Force_Profile,Dynamic_Field,Field_Strength,Experiment_Notes
0.1,0.05,2.0,500,True,2,5,Rotational,0.5,False,Constant,True,0.5,GR-1: Simulate spatial curvature using a gradient field
0.1,0.05,2.0,500,True,1,6,Elliptical,0.8,True,Constant,False,0.2,GR-2: Simulate lensing via asymmetrical symmetry evolution
