Dynamic_Symmetry_Strength,Dynamic_Field_Strength,Spread_Width,Num_Pucks,Bias_ON,Bias_Strength,Num_Lobes,Symmetry_Type,Symmetry_Strength,Dynamic_Lobes,Field_Force_Profile,Dynamic_Field,Field_Strength,Experiment_Notes
0.1,0.05,2.0,500,True,6,7,Rotational,0.8,False,Constant,False,-0.8,BH-1: Simulate gravitational trap with extreme inward bias
0.1,0.05,2.0,500,True,4,5,Spoked,0.6,True,Dynamic,True,-0.5,BH-2: Simulate frame dragging with drift near trap
