Mean_X,Std_X,Entropy,Kurtosis,Skewness,Drift,Num_Peaks,Main_Peak_Location
0.056020430205239995,3.7698903463828275,2.900195622846472,-1.9846098194340411,-0.03140156035876153,0.056020430205239995,2,-3.408389278249698
