Dynamic_Field_Strength,Entropy,Drift,Bin_Centers,Probabilities,Entropy_Gradient,Potential
0.0,4.488003363296262,-0.0270700270687538,"[-4.015812388106589, -3.747563078931266, -3.479313769755943, -3.2110644605806193, -2.942815151405296, -2.6745658422299723, -2.406316533054649, -2.1380672238793257, -1.8698179147040022, -1.6015686055286786, -1.3333192963533553, -1.065069987178032, -0.7968206780027085, -0.5285713688273852, -0.2603220596520619, 0.007927249523261626, 0.27617655869858515, 0.5444258678739087, 0.8126751770492322, 1.0809244862245557, 1.3491737953998788, 1.6174231045752019, 1.8856724137505254, 2.153921722925849, 2.4221710321011725, 2.690420341276496, 2.9586696504518195, 3.2269189596271426, 3.4951682688024657, 3.763417577977789, 4.031666887153113]","[0.069, 0.069, 0.055, 0.043, 0.05, 0.021, 0.069, 0.014, 0.028, 0.021, 0.022, 0.0, 0.0, 0.0, 0.02, 0.044, 0.019, 0.0, 0.0, 0.005, 0.028, 0.014, 0.033, 0.021, 0.061, 0.018, 0.044, 0.038, 0.067, 0.06, 0.067]","[0.0, -0.007000000000000003, -0.013000000000000005, -0.0024999999999999988, -0.010999999999999998, 0.009500000000000001, -0.0035000000000000005, -0.020500000000000004, 0.0035000000000000005, -0.003000000000000001, -0.0105, -0.011, 0.0, 0.01, 0.022, -0.0005000000000000004, -0.022, -0.0095, 0.0025, 0.014, 0.0045000000000000005, 0.0025000000000000005, 0.0035000000000000005, 0.013999999999999999, -0.0015000000000000013, -0.0085, 0.01, 0.011500000000000003, 0.011, 0.0, 0.007000000000000006]","[0.0, 0.0, 0.22677331936109946, 0.4729063888949341, 0.3220834991636061, 1.1895840668407103, 0.0, 1.595049174925065, 0.9019019944008342, 1.1895840668407103, 1.1430640512079817, 24.957372341558163, 24.957372341558163, 24.957372341558163, 1.2383742310077612, 0.4499168706707639, 1.2896675253926801, 24.957372341558163, 24.957372341558163, 2.6246685919776516, 0.9019019944008342, 1.595049174925065, 0.737598943114969, 1.1895840668407103, 0.12323264042204762, 1.343734746660032, 0.4499168706707639, 0.5965203448590506, 0.029413885205860524, 0.139761942372985, 0.029413885205860524]"
