Dynamic_Field_Strength,Entropy,Drift,Bin_Centers,Probabilities,Entropy_Gradient,Potential
0.05,4.448691083260153,0.37111757490779756,"[-3.6161445295679213, -3.347392333241408, -3.0786401369148946, -2.8098879405883808, -2.5411357442618674, -2.2723835479353536, -2.00363135160884, -1.7348791552823268, -1.4661269589558135, -1.1973747626293, -0.9286225663027865, -0.6598703699762729, -0.39111817364975954, -0.12236597732324594, 0.14638621900326765, 0.415138415329781, 0.6838906116562944, 0.9526428079828078, 1.2213950043093211, 1.4901472006358345, 1.7588993969623483, 2.027651593288862, 2.2964037896153755, 2.565155985941889, 2.8339081822684022, 3.1026603785949156, 3.371412574921429, 3.640164771247943, 3.9089169675744566, 4.17766916390097, 4.4464213602274825]","[0.074, 0.078, 0.03, 0.06, 0.033, 0.055, 0.044, 0.044, 0.008, 0.026, 0.005, 0.0, 0.0, 0.008, 0.043, 0.024, 0.002, 0.0, 0.0, 0.015, 0.03, 0.009, 0.007, 0.056, 0.048, 0.024, 0.048, 0.041, 0.047, 0.08, 0.061]","[0.0040000000000000036, -0.022, -0.009000000000000001, 0.0015000000000000013, -0.0024999999999999988, 0.005499999999999998, -0.005500000000000001, -0.018, -0.009, -0.0015, -0.013, -0.0025, 0.004, 0.0215, 0.008, -0.020499999999999997, -0.012, -0.001, 0.0075, 0.015, -0.003, -0.0115, 0.0235, 0.0205, -0.016, 0.0, 0.0085, -0.0005000000000000004, 0.0195, 0.006999999999999999, -0.019000000000000003]","[0.07796154146869849, 0.02531780798396932, 0.9808292529908931, 0.28768207244761435, 0.8855190731895983, 0.3746934494357288, 0.5978370007453933, 0.5978370007453933, 2.3025850928815457, 1.123930096626438, 2.772588722052281, 25.105292471632794, 25.105292471632794, 2.3025850928815457, 0.6208265189695634, 1.2039728042967694, 3.688879453626436, 25.105292471632794, 25.105292471632794, 1.6739764335175051, 0.9808292529908931, 2.184802057239051, 2.4361164854882107, 0.3566749439333754, 0.5108256237576572, 1.2039728042967694, 0.5108256237576572, 0.6684545679576837, 0.5318790329550462, 0.0, 0.27115277049667696]"
