File,Mean_X,Entropy,Drift
HPI_export_20250502_102526_891994.csv,0.3849668729225427,6.907755278982134,0.3849668729225427
HPI_export_20250502_102528_074537.csv,0.441350825521587,6.907755278982134,0.441350825521587
HPI_export_20250502_102529_254549.csv,0.5291466242350417,6.907755278982134,0.5291466242350417
HPI_export_20250502_102530_426379.csv,0.5620435551723838,6.907755278982134,0.5620435551723838
HPI_export_20250502_102531_592377.csv,0.45137437326536806,6.907755278982134,0.45137437326536806
HPI_export_20250502_102532_749807.csv,0.47279187542053663,6.907755278982134,0.47279187542053663
HPI_export_20250502_102533_918469.csv,0.5709042173991133,6.907755278982134,0.5709042173991133
HPI_export_20250502_102535_088972.csv,0.5178849141169861,6.907755278982134,0.5178849141169861
HPI_export_20250502_102536_262842.csv,0.5442271575789446,6.907755278982134,0.5442271575789446
HPI_export_20250502_102537_441056.csv,0.23936558179643122,6.907755278982134,0.23936558179643122
HPI_export_20250502_102538_604171.csv,0.4162407136040873,6.907755278982134,0.4162407136040873
HPI_export_20250502_102539_802764.csv,0.4319113521189751,6.907755278982134,0.4319113521189751
HPI_export_20250502_102540_974615.csv,0.23683063638194649,6.907755278982134,0.23683063638194649
HPI_export_20250502_102542_153982.csv,0.525903280487961,6.907755278982134,0.525903280487961
HPI_export_20250502_102543_324717.csv,0.5066380059422528,6.907755278982134,0.5066380059422528
HPI_export_20250502_102544_484959.csv,0.5091722123926611,6.907755278982134,0.5091722123926611
HPI_export_20250502_102545_667497.csv,0.42578195584913114,6.907755278982134,0.42578195584913114
HPI_export_20250502_102546_836551.csv,0.299222307524934,6.907755278982134,0.299222307524934
HPI_export_20250502_102548_000160.csv,0.37132210688431466,6.907755278982134,0.37132210688431466
HPI_export_20250502_102549_183231.csv,0.4494127220160562,6.907755278982134,0.4494127220160562
HPI_export_20250502_102550_362273.csv,0.42789257136391595,6.907755278982134,0.42789257136391595
HPI_export_20250502_102551_524304.csv,0.38082727832574553,6.907755278982134,0.38082727832574553
HPI_export_20250502_102552_701411.csv,0.35840554831337973,6.907755278982134,0.35840554831337973
HPI_export_20250502_102553_887006.csv,0.4817635063382755,6.907755278982134,0.4817635063382755
HPI_export_20250502_102555_078595.csv,0.38887308179520896,6.907755278982134,0.38887308179520896
HPI_export_20250502_102556_252557.csv,0.34126587899321487,6.907755278982134,0.34126587899321487
HPI_export_20250502_102557_426942.csv,0.3002408873845668,6.907755278982134,0.3002408873845668
HPI_export_20250502_102558_603925.csv,0.44096596271487126,6.907755278982134,0.44096596271487126
HPI_export_20250502_102559_790657.csv,0.40666526688986776,6.907755278982134,0.40666526688986776
HPI_export_20250502_102600_978082.csv,0.4021651893684339,6.907755278982134,0.4021651893684339
HPI_export_20250502_102602_167624.csv,0.48549863505800817,6.907755278982134,0.48549863505800817
HPI_export_20250502_102603_347784.csv,0.509489875054454,6.907755278982134,0.509489875054454
HPI_export_20250502_102604_514341.csv,0.31497723678877765,6.907755278982134,0.31497723678877765
HPI_export_20250502_102605_686053.csv,0.41008793719609,6.907755278982134,0.41008793719609
HPI_export_20250502_102606_857754.csv,0.6387992599474442,6.907755278982134,0.6387992599474442
HPI_export_20250502_102608_025801.csv,0.5697785672514899,6.907755278982134,0.5697785672514899
HPI_export_20250502_102609_194752.csv,0.43236539583576467,6.907755278982134,0.43236539583576467
HPI_export_20250502_102610_355167.csv,0.3762350002805107,6.907755278982134,0.3762350002805107
HPI_export_20250502_102611_521437.csv,0.33730421888581114,6.907755278982134,0.33730421888581114
HPI_export_20250502_102612_686521.csv,0.38264927221885264,6.907755278982134,0.38264927221885264
HPI_export_20250502_102613_865943.csv,0.49983311400134856,6.907755278982134,0.49983311400134856
