Num_Pucks,Spread_Width,Bias_ON,Bias_Strength,Num_Lobes,Symmetry_Type,Symmetry_Strength,Dynamic_Lobes,Field_Strength,Dynamic_Field,Dynamic_Field_Strength,Dynamic_Symmetry_Strength,Experiment_Notes
1000,2.0,False,0.0,6,Rotational,0.6,False,0.3,False,0.0,0.0,Exp8-Control: Static substrate with field
1000,2.0,False,0.0,6,Rotational,0.6,True,0.3,True,0.02,0.12,Exp8-Test: Fully dynamic evolution
